ward,walk,age,floor,rent,type,area,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,8,5,153000,1LDK,31.54,,,,,,,,,,,,,,,,,,,,,,
Toshima,8,14,1,330000,3LDK,66.83,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,10,2,128000,1LDK,33.4,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,5,3,145000,1LDK,33.59,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,8,1,150000,1LDK,32.05,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,37,2,115000,2LDK,42.9,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,7,1,150000,1LDK,42.24,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,14,3,136000,1LDK,43.67,,,,,,,,,,,,,,,,,,,,,,
Toshima,9,0,2,230000,2DK,48.88,,,,,,,,,,,,,,,,,,,,,,
Toshima,9,0,1,294000,3LDK,62.9,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,2,4,168000,1LDK,31.58,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,2,6,170000,1LDK,31.58,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,6,4,160000,1LDK,35.71,,,,,,,,,,,,,,,,,,,,,,
Toshima,9,9,2,255000,2SLDK,66.68,,,,,,,,,,,,,,,,,,,,,,
Toshima,10,2,5,128000,1DK,25.72,,,,,,,,,,,,,,,,,,,,,,
Toshima,10,2,1,137000,1LDK,30.14,,,,,,,,,,,,,,,,,,,,,,
Toshima,3,3,1,135000,1LDK,35.5,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,7,3,142000,1K,25.58,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,22,4,177000,1LDK,39.16,,,,,,,,,,,,,,,,,,,,,,
Toshima,10,4,1,309000,2SLDK,68.92,,,,,,,,,,,,,,,,,,,,,,
Toshima,10,4,1,309000,2SLDK,68.92,,,,,,,,,,,,,,,,,,,,,,
Toshima,10,4,1,309000,2SLDK,68.92,,,,,,,,,,,,,,,,,,,,,,
Toshima,10,4,2,125000,1LDK,25.31,,,,,,,,,,,,,,,,,,,,,,
Toshima,10,4,1,128000,1LDK,30.14,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,12,6,220000,1LDK,42.5,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,12,4,280000,2LDK,55.55,,,,,,,,,,,,,,,,,,,,,,
Toshima,3,4,3,113000,2K,25.5,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,41,1,138000,2LDK,49.39,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,41,1,143000,2DK,45,,,,,,,,,,,,,,,,,,,,,,
Toshima,8,0,1,127000,1DK,27.06,,,,,,,,,,,,,,,,,,,,,,
Toshima,8,0,1,151000,1LDK,30.38,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,12,6,92000,1K,20.29,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,12,4,97000,1K,20.96,,,,,,,,,,,,,,,,,,,,,,
Toshima,1,9,6,255000,3LDK,83.2,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,18,8,149000,1LDK,40.76,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,3,14,205000,1LDK,38.61,,,,,,,,,,,,,,,,,,,,,,
Kita,6,10,5,93000,1DK,29.5,,,,,,,,,,,,,,,,,,,,,,
Kita,7,17,2,74000,1K,23,,,,,,,,,,,,,,,,,,,,,,
Kita,4,5,6,105000,1DK,34,,,,,,,,,,,,,,,,,,,,,,
Kita,9,19,2,68000,1K,22,,,,,,,,,,,,,,,,,,,,,,
Kita,3,2,12,130000,1LDK,45.2,,,,,,,,,,,,,,,,,,,,,,
Kita,8,14,3,80000,1K,24,,,,,,,,,,,,,,,,,,,,,,
Kita,6,9,4,91000,1DK,30,,,,,,,,,,,,,,,,,,,,,,
Kita,5,7,5,100000,1DK,32,,,,,,,,,,,,,,,,,,,,,,
Kita,10,23,2,63000,1K,21.5,,,,,,,,,,,,,,,,,,,,,,
Kita,4,6,7,110000,1LDK,40.5,,,,,,,,,,,,,,,,,,,,,,
Kita,7,15,3,78000,1K,23.5,,,,,,,,,,,,,,,,,,,,,,
Kita,6,11,4,88000,1K,26,,,,,,,,,,,,,,,,,,,,,,
Kita,9,18,2,72000,1K,22.8,,,,,,,,,,,,,,,,,,,,,,
Kita,3,3,9,122000,1LDK,42,,,,,,,,,,,,,,,,,,,,,,
Kita,8,20,2,66000,1K,21.9,,,,,,,,,,,,,,,,,,,,,,
Kita,5,12,3,86000,1K,25.4,,,,,,,,,,,,,,,,,,,,,,
Kita,6,10,5,96000,1DK,31.2,,,,,,,,,,,,,,,,,,,,,,
Kita,7,16,2,75000,1K,23.3,,,,,,,,,,,,,,,,,,,,,,
Kita,4,5,6,108000,1DK,33.5,,,,,,,,,,,,,,,,,,,,,,
Kita,9,19,2,69000,1K,22.1,,,,,,,,,,,,,,,,,,,,,,
Kita,3,2,11,132000,1LDK,46,,,,,,,,,,,,,,,,,,,,,,
Kita,8,13,3,82000,1K,24.3,,,,,,,,,,,,,,,,,,,,,,
Kita,6,9,4,94000,1DK,30.8,,,,,,,,,,,,,,,,,,,,,,
Kita,5,8,5,103000,1DK,32.5,,,,,,,,,,,,,,,,,,,,,,
Kita,10,24,1,61000,1K,21.2,,,,,,,,,,,,,,,,,,,,,,
Kita,4,6,7,113000,1LDK,41,,,,,,,,,,,,,,,,,,,,,,
Kita,7,14,3,79000,1K,23.9,,,,,,,,,,,,,,,,,,,,,,
Kita,6,10,4,89000,1K,26.2,,,,,,,,,,,,,,,,,,,,,,
Kita,9,17,2,73000,1K,22.7,,,,,,,,,,,,,,,,,,,,,,
Kita,3,4,10,128000,1LDK,44,,,,,,,,,,,,,,,,,,,,,,
Kita,8,21,2,67000,1K,21.8,,,,,,,,,,,,,,,,,,,,,,
Kita,6,14,3,84000,1K,25.56,,,,,,,,,,,,,,,,,,,,,,
Kita,6,14,2,127000,1LDK,41,,,,,,,,,,,,,,,,,,,,,,
Kita,7,8,1,92000,1DK,33.08,,,,,,,,,,,,,,,,,,,,,,
Kita,3,5,2,105000,1LDK,27.64,,,,,,,,,,,,,,,,,,,,,,
Kita,7,8,3,140000,1LDK,44.69,,,,,,,,,,,,,,,,,,,,,,
Kita,8,2,2,133000,1R,25.29,,,,,,,,,,,,,,,,,,,,,,
Kita,8,2,4,145000,1LDK,26.05,,,,,,,,,,,,,,,,,,,,,,
Kita,8,0,1,89000,1DK,25.22,,,,,,,,,,,,,,,,,,,,,,
Kita,8,0,3,98000,1DK,27.06,,,,,,,,,,,,,,,,,,,,,,
Kita,7,13,4,81000,1K,25.2,,,,,,,,,,,,,,,,,,,,,,
Kita,7,4,2,192000,2LDK,56.05,,,,,,,,,,,,,,,,,,,,,,
Kita,8,14,3,144000,1LDK,44.21,,,,,,,,,,,,,,,,,,,,,,
Kita,10,0,2,135000,1LDK,26.69,,,,,,,,,,,,,,,,,,,,,,
Kita,10,0,1,147000,1LDK,29.7,,,,,,,,,,,,,,,,,,,,,,
Kita,7,9,5,68000,1K,16.6,,,,,,,,,,,,,,,,,,,,,,
Kita,7,9,4,71000,1R,16,,,,,,,,,,,,,,,,,,,,,,
Kita,8,20,2,83000,1DK,27.42,,,,,,,,,,,,,,,,,,,,,,
Kita,8,2,3,104000,1DK,25.17,,,,,,,,,,,,,,,,,,,,,,
Kita,8,2,5,218000,2LDK,55.1,,,,,,,,,,,,,,,,,,,,,,
Kita,8,5,3,116000,1DK,25.5,,,,,,,,,,,,,,,,,,,,,,
Kita,6,5,7,117000,2K,25.34,,,,,,,,,,,,,,,,,,,,,,
Kita,8,11,4,151000,1LDK,40.5,,,,,,,,,,,,,,,,,,,,,,
Kita,8,11,8,155000,1LDK,40.5,,,,,,,,,,,,,,,,,,,,,,
Kita,8,3,2,115000,2K,25.24,,,,,,,,,,,,,,,,,,,,,,
Kita,9,9,2,93000,1K,25.59,,,,,,,,,,,,,,,,,,,,,,
Kita,7,4,3,80000,1K,20.01,,,,,,,,,,,,,,,,,,,,,,
Kita,4,6,1,139000,1LDK,39.29,,,,,,,,,,,,,,,,,,,,,,
Kita,8,0,1,155000,1LDK,35.03,,,,,,,,,,,,,,,,,,,,,,
Kita,8,0,3,165000,2K,36.95,,,,,,,,,,,,,,,,,,,,,,
Kita,6,2,2,157000,1LDK,41.35,,,,,,,,,,,,,,,,,,,,,,
Kita,8,4,4,85000,1K,19.99,,,,,,,,,,,,,,,,,,,,,,
Kita,8,8,1,75000,1K,20.68,,,,,,,,,,,,,,,,,,,,,,
Kita,9,10,3,146000,1LDK,46.51,,,,,,,,,,,,,,,,,,,,,,
Kita,8,11,2,85000,1K,27.32,,,,,,,,,,,,,,,,,,,,,,
Kita,6,13,6,159000,1LDK,42.27,,,,,,,,,,,,,,,,,,,,,,
Kita,5,9,2,155000,1LDK,45.7,,,,,,,,,,,,,,,,,,,,,,
Kita,1,5,7,130000,1LDK,30.13,,,,,,,,,,,,,,,,,,,,,,
Kita,7,19,4,74000,1K,19.66,,,,,,,,,,,,,,,,,,,,,,
Kita,9,6,2,100000,1DK,25.59,,,,,,,,,,,,,,,,,,,,,,
Kita,6,6,4,103000,1DK,25.6,,,,,,,,,,,,,,,,,,,,,,
Kita,6,6,4,105000,1DK,25.59,,,,,,,,,,,,,,,,,,,,,,
Kita,6,6,4,113000,1DK,25.91,,,,,,,,,,,,,,,,,,,,,,
Kita,6,6,6,121000,1DK,25.91,,,,,,,,,,,,,,,,,,,,,,
Kita,8,14,1,116000,1DK,37.78,,,,,,,,,,,,,,,,,,,,,,
Kita,9,0,2,143000,1LDK,30.95,,,,,,,,,,,,,,,,,,,,,,
Kita,9,0,3,144000,1LDK,30.95,,,,,,,,,,,,,,,,,,,,,,
Kita,5,11,2,111000,1DK,28.95,,,,,,,,,,,,,,,,,,,,,,
Kita,7,20,4,74000,1K,19.66,,,,,,,,,,,,,,,,,,,,,,
Kita,6,0,1,133000,1DK,27.18,,,,,,,,,,,,,,,,,,,,,,
Kita,6,0,2,138000,1DK,27.18,,,,,,,,,,,,,,,,,,,,,,
Kita,8,7,1,120000,1DK,25.34,,,,,,,,,,,,,,,,,,,,,,
Kita,9,16,10,86000,1K,20.23,,,,,,,,,,,,,,,,,,,,,,
Kita,4,7,5,161000,1LDK,31.58,,,,,,,,,,,,,,,,,,,,,,
Kita,8,2,3,122000,1DK,27.69,,,,,,,,,,,,,,,,,,,,,,
Kita,6,17,2,87000,1K,22.5,,,,,,,,,,,,,,,,,,,,,,
Kita,8,8,2,203500,2LDK,55.66,,,,,,,,,,,,,,,,,,,,,,
Kita,4,13,1,80000,1K,22.77,,,,,,,,,,,,,,,,,,,,,,
Kita,5,27,4,125000,1LDK,40.77,,,,,,,,,,,,,,,,,,,,,,
Kita,2,14,1,133000,1LDK,41.05,,,,,,,,,,,,,,,,,,,,,,
Kita,2,14,2,136000,1LDK,45.92,,,,,,,,,,,,,,,,,,,,,,
Kita,8,8,6,97000,1K,25.97,,,,,,,,,,,,,,,,,,,,,,
Kita,8,8,8,101000,1K,25.6,,,,,,,,,,,,,,,,,,,,,,
Kita,4,7,5,83000,1K,15.82,,,,,,,,,,,,,,,,,,,,,,
Kita,4,7,4,84000,1K,16,,,,,,,,,,,,,,,,,,,,,,
Kita,7,8,5,125000,1K,25.6,,,,,,,,,,,,,,,,,,,,,,
Kita,7,8,4,137000,1DK,27.86,,,,,,,,,,,,,,,,,,,,,,
Kita,10,2,2,197000,2LDK,46.2,,,,,,,,,,,,,,,,,,,,,,
Kita,7,8,3,76000,1R,28.9,,,,,,,,,,,,,,,,,,,,,,
Kita,9,6,1,89000,1K,25.65,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,11,3,83000,1K,25.92,,,,,,,,,,,,,,,,,,,,,,
Arakawa,3,6,2,165000,2LDK,43.68,,,,,,,,,,,,,,,,,,,,,,
Arakawa,3,6,5,198000,2DK,43.68,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,6,2,135000,1LDK,35.7,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,13,8,100000,1DK,25,,,,,,,,,,,,,,,,,,,,,,
Arakawa,4,6,10,195000,2LDK,52.54,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,3,4,95000,1K,21.25,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,7,3,64000,1K,16.31,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,2,4,198000,2LDK,51.26,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,2,2,205000,2LDK,51.03,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,17,1,81000,1K,19.87,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,17,2,86000,1K,19.87,,,,,,,,,,,,,,,,,,,,,,
Arakawa,2,0,1,101000,1K,25.41,,,,,,,,,,,,,,,,,,,,,,
Arakawa,2,0,1,121000,1LDK,30,,,,,,,,,,,,,,,,,,,,,,
Arakawa,2,0,2,124000,1LDK,30,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,0,8,123000,2K,25.11,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,12,8,200000,2LDK,50.05,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,8,1,103000,1K,20.34,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,3,2,159000,1LDK,47.34,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,18,7,82000,1K,21.73,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,18,14,91000,1K,22.05,,,,,,,,,,,,,,,,,,,,,,
Arakawa,3,5,3,145000,1LDK,42.22,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,6,2,100000,1K,23.28,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,6,1,124000,1DK,31.96,,,,,,,,,,,,,,,,,,,,,,
Arakawa,11,7,2,133000,1LDK,51.08,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,13,1,93000,1K,23.99,,,,,,,,,,,,,,,,,,,,,,
Arakawa,4,17,4,90000,1K,20.64,,,,,,,,,,,,,,,,,,,,,,
Arakawa,4,17,3,90000,1K,20.29,,,,,,,,,,,,,,,,,,,,,,
Arakawa,4,10,6,150000,1LDK,44.88,,,,,,,,,,,,,,,,,,,,,,
Arakawa,4,10,7,150000,1LDK,44.88,,,,,,,,,,,,,,,,,,,,,,
Arakawa,1,4,2,90000,1K,25.42,,,,,,,,,,,,,,,,,,,,,,
Arakawa,1,4,7,95000,1K,25.42,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,0,2,158000,1LDK,30.36,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,0,3,159000,1LDK,30.36,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,0,5,195000,1LDK,50.11,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,0,7,196000,1LDK,50.11,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,0,2,216000,1LDK,58.93,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,0,3,224000,1LDK,51.93,,,,,,,,,,,,,,,,,,,,,,
Arakawa,12,12,4,124000,1LDK,42.39,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,0,1,170000,1SLDK,46.46,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,9,5,112000,1K,25,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,0,1,156000,1LDK,30.2,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,0,5,159000,1LDK,30.2,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,2,2,168000,1LDK,44.09,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,0,10,101500,2K,25.73,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,0,3,199000,2LDK,50.89,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,0,4,200000,2LDK,50.89,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,8,2,103000,1K,20.75,,,,,,,,,,,,,,,,,,,,,,
Arakawa,4,12,11,80000,1K,25.48,,,,,,,,,,,,,,,,,,,,,,
Arakawa,4,12,3,88000,1K,25.48,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,3,3,140000,1DK,33.19,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,14,3,69000,1K,15.1,,,,,,,,,,,,,,,,,,,,,,
Arakawa,12,13,1,125000,1LDK,37.31,,,,,,,,,,,,,,,,,,,,,,
Arakawa,4,18,1,85000,1K,26.08,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,0,3,209000,2LDK,50.88,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,0,2,209000,2LDK,50.88,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,5,7,215000,2LDK,53.84,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,15,3,150000,1LDK,42.24,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,15,8,155000,1LDK,39.61,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,7,2,95000,1K,25.05,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,7,11,100000,1K,25.05,,,,,,,,,,,,,,,,,,,,,,
Arakawa,10,2,1,235000,3LDK,53.24,,,,,,,,,,,,,,,,,,,,,,
Arakawa,10,2,2,240000,3LDK,53.24,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,8,2,64000,1R,12.35,,,,,,,,,,,,,,,,,,,,,,
Arakawa,1,36,8,140000,3LDK,63.13,,,,,,,,,,,,,,,,,,,,,,
Arakawa,1,36,8,140000,2DK,44.37,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,6,2,212500,2LDK,50.08,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,6,5,217000,2LDK,50.08,,,,,,,,,,,,,,,,,,,,,,
Arakawa,4,3,3,235000,2SLDK,56.4,,,,,,,,,,,,,,,,,,,,,,
Arakawa,4,3,2,240000,2SLDK,58.8,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,37,5,138000,2LDK,63.14,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,16,1,98000,1K,29.75,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,12,2,70000,1R,15.58,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,38,2,93000,1R,25.79,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,38,2,115000,1LDK,38,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,36,3,118000,1LDK,38.18,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,3,4,120000,1DK,26.43,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,3,3,125000,1DK,26.82,,,,,,,,,,,,,,,,,,,,,,
Arakawa,4,10,6,98000,1K,25.8,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,2,5,154000,1LDK,34.65,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,2,6,161000,1LDK,34.65,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,14,4,108000,1K,27.62,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,0,9,134000,1DK,27.43,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,0,2,226000,2LDK,51.03,,,,,,,,,,,,,,,,,,,,,,
Arakawa,6,23,2,82000,1K,23.8,,,,,,,,,,,,,,,,,,,,,,
Arakawa,3,12,3,90000,1K,25.6,,,,,,,,,,,,,,,,,,,,,,
Arakawa,8,21,2,88000,1K,19.87,,,,,,,,,,,,,,,,,,,,,,
Arakawa,2,11,3,92000,1K,25.81,,,,,,,,,,,,,,,,,,,,,,
Arakawa,2,11,3,96000,1K,25.81,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,4,2,102000,1K,25.46,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,8,5,120000,1K,26.65,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,8,8,200000,2LDK,48.86,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,3,3,140000,1DK,33.93,,,,,,,,,,,,,,,,,,,,,,
Arakawa,5,19,2,84000,1K,31.33,,,,,,,,,,,,,,,,,,,,,,
Arakawa,9,20,5,188000,3DK,57.31,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,8,1,82000,1K,25.5,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,8,5,112000,1K,25.5,,,,,,,,,,,,,,,,,,,,,,
Arakawa,9,20,1,110000,1DK,35.54,,,,,,,,,,,,,,,,,,,,,,
Arakawa,9,20,4,120000,1DK,35.54,,,,,,,,,,,,,,,,,,,,,,
Arakawa,7,18,4,145000,1LDK,40,,,,,,,,,,,,,,,,,,,,,,
Itabashi,7,9,2,79000,1K,22.23,,,,,,,,,,,,,,,,,,,,,,
Itabashi,7,9,3,106000,1LDK,38.97,,,,,,,,,,,,,,,,,,,,,,
Itabashi,7,5,3,93000,1DK,26.19,,,,,,,,,,,,,,,,,,,,,,
Itabashi,9,0,1,58000,1R,15.73,,,,,,,,,,,,,,,,,,,,,,
Itabashi,9,0,2,69000,1K,18.86,,,,,,,,,,,,,,,,,,,,,,
Itabashi,11,32,2,97000,3LDK,65.44,,,,,,,,,,,,,,,,,,,,,,
Itabashi,7,8,1,80000,1K,20.6,,,,,,,,,,,,,,,,,,,,,,
Itabashi,7,9,1,80000,1K,19.09,,,,,,,,,,,,,,,,,,,,,,
Itabashi,7,9,2,85000,1K,19.09,,,,,,,,,,,,,,,,,,,,,,
Itabashi,7,4,3,99000,1DK,28.85,,,,,,,,,,,,,,,,,,,,,,
Itabashi,7,2,1,121000,1LDK,35.19,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,4,1,70000,1K,21.11,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,8,1,69000,1K,22.35,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,8,2,124000,1LDK,44.3,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,12,4,80000,1K,20.4,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,12,8,89000,1K,20.4,,,,,,,,,,,,,,,,,,,,,,
Itabashi,8,12,3,72000,1K,26.4,,,,,,,,,,,,,,,,,,,,,,
Itabashi,5,8,3,73000,1K,19.29,,,,,,,,,,,,,,,,,,,,,,
Itabashi,10,10,1,79000,1K,20.91,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,10,9,82500,1K,26.46,,,,,,,,,,,,,,,,,,,,,,
Itabashi,3,6,3,107000,1LDK,34.64,,,,,,,,,,,,,,,,,,,,,,
Itabashi,7,20,6,76000,1K,19.67,,,,,,,,,,,,,,,,,,,,,,
Itabashi,8,22,3,127000,2LDK,52.6,,,,,,,,,,,,,,,,,,,,,,
Itabashi,8,10,2,83000,1K,21.11,,,,,,,,,,,,,,,,,,,,,,
Itabashi,8,10,2,85000,1K,25.53,,,,,,,,,,,,,,,,,,,,,,
Itabashi,5,17,7,90000,1K,26.29,,,,,,,,,,,,,,,,,,,,,,
Itabashi,4,6,2,89000,1K,25.81,,,,,,,,,,,,,,,,,,,,,,
Itabashi,8,14,2,126000,1LDK,39.9,,,,,,,,,,,,,,,,,,,,,,
Itabashi,4,11,3,77000,1K,25.45,,,,,,,,,,,,,,,,,,,,,,
Itabashi,7,5,1,93000,1K,25.16,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,2,4,79000,1R,18.25,,,,,,,,,,,,,,,,,,,,,,
Itabashi,10,17,5,87000,1DK,30.01,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,10,1,70000,1R,21.42,,,,,,,,,,,,,,,,,,,,,,
Itabashi,9,12,4,85000,1K,25.6,,,,,,,,,,,,,,,,,,,,,,
Itabashi,5,4,2,74000,1R,21.04,,,,,,,,,,,,,,,,,,,,,,
Itabashi,4,6,1,98500,1DK,27.22,,,,,,,,,,,,,,,,,,,,,,
Itabashi,4,5,2,93000,1DK,25.57,,,,,,,,,,,,,,,,,,,,,,
Itabashi,5,16,1,88000,1K,26.08,,,,,,,,,,,,,,,,,,,,,,
Itabashi,4,4,2,105000,1DK,26.78,,,,,,,,,,,,,,,,,,,,,,
Itabashi,5,19,14,81000,1K,23,,,,,,,,,,,,,,,,,,,,,,
Itabashi,8,1,2,70500,1K,21.11,,,,,,,,,,,,,,,,,,,,,,
Itabashi,4,20,4,82000,1K,21.61,,,,,,,,,,,,,,,,,,,,,,
Itabashi,4,20,2,76000,1K,21.6,,,,,,,,,,,,,,,,,,,,,,
Itabashi,4,5,4,89000,1K,25.66,,,,,,,,,,,,,,,,,,,,,,
Itabashi,10,3,2,113000,1LDK,30.85,,,,,,,,,,,,,,,,,,,,,,
Itabashi,5,12,1,72000,1R,21.11,,,,,,,,,,,,,,,,,,,,,,
Itabashi,5,15,1,92000,1K,26.08,,,,,,,,,,,,,,,,,,,,,,
Itabashi,8,5,8,95000,1K,25.64,,,,,,,,,,,,,,,,,,,,,,
Itabashi,10,7,4,100000,1DK,26.15,,,,,,,,,,,,,,,,,,,,,,
Itabashi,1,9,2,93000,1DK,43.88,,,,,,,,,,,,,,,,,,,,,,
Itabashi,2,8,2,81000,1K,22.43,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,15,3,98000,1K,25.43,,,,,,,,,,,,,,,,,,,,,,
Itabashi,5,3,1,80000,1R,15.13,,,,,,,,,,,,,,,,,,,,,,
Itabashi,4,20,1,79000,1K,22.81,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,14,2,64500,1R,13.3,,,,,,,,,,,,,,,,,,,,,,
Itabashi,9,9,1,91000,1K,20.57,,,,,,,,,,,,,,,,,,,,,,
Itabashi,7,20,3,95000,1K,26.64,,,,,,,,,,,,,,,,,,,,,,
Itabashi,9,7,4,90000,1K,25.69,,,,,,,,,,,,,,,,,,,,,,
Itabashi,5,4,4,67000,1K,15.8,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,21,1,60000,1K,19.87,,,,,,,,,,,,,,,,,,,,,,
Itabashi,4,26,2,86000,1DK,33.01,,,,,,,,,,,,,,,,,,,,,,
Itabashi,2,3,5,102000,1DK,25.33,,,,,,,,,,,,,,,,,,,,,,
Itabashi,2,3,4,205000,2LDK,55.2,,,,,,,,,,,,,,,,,,,,,,
Itabashi,11,8,1,72000,1K,21.11,,,,,,,,,,,,,,,,,,,,,,
Itabashi,9,7,5,93500,1K,26.88,,,,,,,,,,,,,,,,,,,,,,
Itabashi,5,26,1,73000,1K,18.81,,,,,,,,,,,,,,,,,,,,,,
Itabashi,4,18,2,88000,1K,19.87,,,,,,,,,,,,,,,,,,,,,,
Itabashi,4,18,2,89000,1K,19.87,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,0,3,140000,1LDK,31.45,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,0,6,153000,1LDK,36.25,,,,,,,,,,,,,,,,,,,,,,
Itabashi,9,2,1,151000,2LDK,52.99,,,,,,,,,,,,,,,,,,,,,,
Itabashi,8,9,3,85000,1K,25.77,,,,,,,,,,,,,,,,,,,,,,
Itabashi,8,9,5,86000,1K,25.77,,,,,,,,,,,,,,,,,,,,,,
Itabashi,2,33,6,136000,3LDK,65.36,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,7,2,57000,1R,11.85,,,,,,,,,,,,,,,,,,,,,,
Itabashi,6,7,3,58000,1R,11.85,,,,,,,,,,,,,,,,,,,,,,
Itabashi,7,6,2,108000,1K,25.8,,,,,,,,,,,,,,,,,,,,,,
Itabashi,12,38,3,110000,3LDK,59.4,,,,,,,,,,,,,,,,,,,,,,
Itabashi,2,7,3,87500,1K,25.57,,,,,,,,,,,,,,,,,,,,,,
Itabashi,2,7,4,90000,1K,25.56,,,,,,,,,,,,,,,,,,,,,,
